flight_id,airline_name,departure_city,arrival_city,flight_status,passenger_count,flight_duration_hours,ticket_price_usd,delay_minutes,fuel_consumed_tons,scheduled_departure_date,actual_arrival_date
FL-0987,PAL Express,Iloilo,Tokyo,On Time,211,5.84,308.99,0,14.96,2026-06-14 08:00:00,2026-06-14 10:00:00
FL-0988,PAL Express,Manila,Singapore,On Time,129,4.33,526.64,30,21.84,2026-06-14 12:00:00,2026-06-14 14:00:00
FL-0989,Cebu Pacific,Cebu,Seoul,On Time,161,7.7,528.08,60,21.03,2026-06-14 16:00:00,2026-06-14 18:00:00
FL-0990,PAL Express,Manila,Singapore,On Time,84,6.18,149.62,15,13.21,2026-06-14 20:00:00,2026-06-14 22:00:00
FL-0991,Cebu Pacific,Manila,Tokyo,On Time,166,7.55,145.36,0,9.6,2026-06-15 00:00:00,2026-06-15 02:00:00
FL-0992,PAL Express,Manila,Singapore,On Time,205,4.93,231.35,0,13.12,2026-06-15 04:00:00,2026-06-15 06:00:00
FL-0993,Cebu Pacific,Clark,Tokyo,On Time,154,3.18,537.38,0,21.52,2026-06-15 08:00:00,2026-06-15 10:00:00
FL-0994,PAL Express,Manila,Bangkok,Cancelled,101,1.84,164.45,120,9.55,2026-06-15 12:00:00,2026-06-15 14:00:00
FL-0995,PAL Express,Clark,Seoul,On Time,147,6.22,460.0,0,15.49,2026-06-15 16:00:00,2026-06-15 18:00:00
FL-0996,Philippine Airlines,Iloilo,Tokyo,Delayed,123,2.29,150.58,0,21.12,2026-06-15 20:00:00,2026-06-15 22:00:00
FL-0997,Philippine Airlines,Cebu,Singapore,On Time,113,3.47,411.57,0,12.07,2026-06-16 00:00:00,2026-06-16 02:00:00
FL-0998,PAL Express,Cebu,Seoul,On Time,156,4.96,278.03,0,17.84,2026-06-16 04:00:00,2026-06-16 06:00:00
FL-0999,PAL Express,Cebu,Bangkok,On Time,121,5.17,494.46,0,9.91,2026-06-16 08:00:00,2026-06-16 10:00:00
FL-1000,AirAsia,Cebu,Seoul,On Time,216,5.4,216.85,0,7.19,2026-06-16 12:00:00,2026-06-16 14:00:00
